candidate_id,state_date,forecast_growth,forecast_inflation,forecast_labour,actual_growth,actual_inflation,actual_labour,growth_lower,growth_upper,inflation_lower,inflation_upper,labour_lower,labour_upper,forecast_regime,actual_regime,forecast_family,actual_family,growth_error,inflation_error,labour_error,core_candidate_id,uncertainty_id,top_regime,top_probability,actual_regime_probability,brier_score,log_loss,coverage_80,entropy,effective_regimes,probabilities_json,growth_calibration_alpha,growth_calibration_beta,inflation_calibration_alpha,inflation_calibration_beta,labour_calibration_alpha,labour_calibration_beta,calibration_method,architecture_id,decision_regime,decision_family,abstained,possible_family_count
none__direct_eight_state,2022-06-30,1.1903647252206877,0.2687326820740025,-0.08091959519931533,-2.0,1.4894684225374868,0.2543069843720436,-2.0,2.0,-0.18223673064446858,0.7197020947924736,-0.9131659609086038,1.3549163538296258,reflation,stagflation_risk,inflationary_expansion,adverse_supply,3.1903647252206877,-1.2207357404634842,-0.33522657957135893,expanding_robust_z__policy__equal__sensitive,independent_normal,reflation,0.4052734375,0.0224609375,1.1848258972167969,3.7959775896703034,False,1.738104479269142,5.6865542189136615,"{""balanced_expansion"": 0.138671875, ""demand_slowdown"": 0.0673828125, ""disinflationary_expansion"": 0.1025390625, ""hard_landing_risk"": 0.033203125, ""mixed_transition"": 0.154296875, ""overheating"": 0.076171875, ""reflation"": 0.4052734375, ""stagflation_risk"": 0.0224609375}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,reflation,inflationary_expansion,False,1
none__direct_eight_state,2022-07-31,0.5428234953725686,0.8188646706885799,-0.13646450143477004,0.5342675717112684,-1.039259594637695,0.7128074834105051,-2.0,2.0,0.3794183834278474,1.2583109579493126,-1.0870143278845859,1.3723265729834049,reflation,disinflationary_expansion,inflationary_expansion,benign_expansion,0.008555923661300202,1.8581242653262748,-0.8492719848452752,expanding_robust_z__policy__equal__sensitive,independent_normal,reflation,0.4306640625,0.0009765625,1.2502250671386719,6.931471805599453,False,1.6320677746065362,5.11443929989695,"{""balanced_expansion"": 0.0478515625, ""demand_slowdown"": 0.025390625, ""disinflationary_expansion"": 0.0009765625, ""hard_landing_risk"": 0.083984375, ""mixed_transition"": 0.123046875, ""overheating"": 0.1376953125, ""reflation"": 0.4306640625, ""stagflation_risk"": 0.150390625}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,reflation,inflationary_expansion,False,1
none__direct_eight_state,2022-08-31,0.7669648766785038,-0.7079521223427343,0.04473828184380417,0.5342675717112684,0.522479660659859,0.14788132095201847,-2.0,2.0,-1.1493196178573055,-0.2665846268281629,-1.0860990290609056,1.5500034370211915,disinflationary_expansion,balanced_expansion,benign_expansion,benign_expansion,0.2326973049672354,-1.2304317830025933,-0.1031430391082143,expanding_robust_z__policy__equal__sensitive,independent_normal,disinflationary_expansion,0.5087890625,0.0322265625,1.2741584777832031,3.434964244132973,False,1.3065268296989367,3.693323867509073,"{""balanced_expansion"": 0.0322265625, ""demand_slowdown"": 0.20703125, ""disinflationary_expansion"": 0.5087890625, ""hard_landing_risk"": 0.0673828125, ""mixed_transition"": 0.1767578125, ""overheating"": 0.0, ""reflation"": 0.0078125, ""stagflation_risk"": 0.0}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,disinflationary_expansion,benign_expansion,False,1
none__direct_eight_state,2022-09-30,0.051983129775396986,-0.014374841786850667,0.21707451932576402,0.5342675717112684,0.4140741541249772,0.09998956108547152,-2.0,2.0,-0.45163799597692633,0.422888312403225,-1.0998073217057585,1.6514608466539127,balanced_expansion,balanced_expansion,benign_expansion,benign_expansion,-0.4822844419358714,-0.4284489959118279,0.1170849582402925,expanding_robust_z__policy__equal__sensitive,independent_normal,demand_slowdown,0.2880859375,0.1337890625,0.9147605895996094,2.011490879771328,True,1.8073501255001203,6.094276947736547,"{""balanced_expansion"": 0.1337890625, ""demand_slowdown"": 0.2880859375, ""disinflationary_expansion"": 0.15625, ""hard_landing_risk"": 0.087890625, ""mixed_transition"": 0.1669921875, ""overheating"": 0.0078125, ""reflation"": 0.1455078125, ""stagflation_risk"": 0.013671875}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,balanced_expansion,benign_expansion,False,1
none__direct_eight_state,2022-10-31,0.6851251117556911,-0.35293392775825183,0.4837483321789868,0.8505598798147957,-0.3025560532740507,0.20039654318814254,-2.0,2.0,-0.8121728883802858,0.10630503286378203,-0.8817188140870943,1.6878917839190513,disinflationary_expansion,disinflationary_expansion,benign_expansion,benign_expansion,-0.16543476805910462,-0.05037787448420111,0.28335178899084423,expanding_robust_z__policy__equal__sensitive,independent_normal,disinflationary_expansion,0.4375,0.4375,0.4107475280761719,0.8266785731844679,True,1.4619724991146172,4.314461411924801,"{""balanced_expansion"": 0.0634765625, ""demand_slowdown"": 0.240234375, ""disinflationary_expansion"": 0.4375, ""hard_landing_risk"": 0.037109375, ""mixed_transition"": 0.1689453125, ""overheating"": 0.0009765625, ""reflation"": 0.0517578125, ""stagflation_risk"": 0.0}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,disinflationary_expansion,benign_expansion,False,1
none__direct_eight_state,2022-11-30,0.5406603999668795,0.10463220220257989,-0.20168279853343746,0.8505598798147957,-0.7384069374864528,0.622766324584423,-2.0,2.0,-0.3621704718775661,0.5714348762827258,-1.1363924991619725,1.2664637698576255,balanced_expansion,disinflationary_expansion,benign_expansion,benign_expansion,-0.3098994798479162,0.8430391396890327,-0.8244491231178606,expanding_robust_z__policy__equal__sensitive,independent_normal,reflation,0.2333984375,0.1376953125,0.8928585052490234,1.9827119152212849,True,1.8712190899293335,6.4962110394344466,"{""balanced_expansion"": 0.138671875, ""demand_slowdown"": 0.1748046875, ""disinflationary_expansion"": 0.1376953125, ""hard_landing_risk"": 0.080078125, ""mixed_transition"": 0.1943359375, ""overheating"": 0.0185546875, ""reflation"": 0.2333984375, ""stagflation_risk"": 0.0224609375}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,balanced_expansion,benign_expansion,False,1
none__direct_eight_state,2022-12-31,-0.6995452791657466,-0.2572279407589725,-0.2847170077642977,0.8505598798147957,-0.44899601088248664,-0.051062076157056324,-2.0,2.0,-0.73362130753446,0.21916542601651506,-1.165035822200156,1.2683641229275269,demand_slowdown,disinflationary_expansion,contraction,benign_expansion,-1.5501051589805424,0.19176807012351416,-0.23365493160724138,expanding_robust_z__policy__equal__sensitive,independent_normal,demand_slowdown,0.3857421875,0.1376953125,0.9684715270996094,1.9827119152212849,True,1.5927538929327767,4.917271939760802,"{""balanced_expansion"": 0.099609375, ""demand_slowdown"": 0.3857421875, ""disinflationary_expansion"": 0.1376953125, ""hard_landing_risk"": 0.2333984375, ""mixed_transition"": 0.1015625, ""overheating"": 0.0009765625, ""reflation"": 0.037109375, ""stagflation_risk"": 0.00390625}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,demand_slowdown,contraction,False,1
none__direct_eight_state,2023-01-31,0.6141463911565164,-0.505772968164887,-0.011008138136359855,-0.9433115215980763,0.8253572469236172,0.4153066305619484,-2.0,2.0,-0.9877219515305733,-0.023823984799200743,-1.156590165157707,1.578076224209008,disinflationary_expansion,stagflation_risk,benign_expansion,adverse_supply,1.5574579127545927,-1.3311302150885043,-0.42631476869830826,expanding_robust_z__policy__equal__sensitive,independent_normal,disinflationary_expansion,0.4169921875,0.0009765625,1.2732257843017578,6.931471805599453,False,1.4784535690346525,4.386157543734254,"{""balanced_expansion"": 0.056640625, ""demand_slowdown"": 0.2041015625, ""disinflationary_expansion"": 0.4169921875, ""hard_landing_risk"": 0.0703125, ""mixed_transition"": 0.2255859375, ""overheating"": 0.0009765625, ""reflation"": 0.0244140625, ""stagflation_risk"": 0.0009765625}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,disinflationary_expansion,benign_expansion,False,1
none__direct_eight_state,2023-02-28,1.3247099030765295,0.06684142058396769,0.5007061130776898,-0.9433115215980763,-0.0158132972403748,-0.07823079747018259,-2.0,2.0,-0.38842159637466966,0.522104437542605,-0.8464556610668708,1.6699377749637319,mixed_transition,demand_slowdown,mixed,contraction,2.2680214246746058,0.0826547178243425,0.5789369105478723,expanding_robust_z__policy__equal__sensitive,independent_normal,reflation,0.2568359375,0.111328125,0.9639759063720703,2.1952733572049574,False,1.7849804673641834,5.959463542414705,"{""balanced_expansion"": 0.1376953125, ""demand_slowdown"": 0.111328125, ""disinflationary_expansion"": 0.2158203125, ""hard_landing_risk"": 0.0166015625, ""mixed_transition"": 0.1982421875, ""overheating"": 0.0556640625, ""reflation"": 0.2568359375, ""stagflation_risk"": 0.0078125}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,mixed_transition,mixed,False,1
none__direct_eight_state,2023-03-31,1.2119616255588976,-0.09571051779479292,0.14659562132724874,-0.9433115215980763,-0.34306746353156004,-0.10029208180802045,-2.0,2.0,-0.5619277658460762,0.3705067302564903,-1.1430571205890645,1.6491794314715922,mixed_transition,demand_slowdown,mixed,contraction,2.155273147156974,0.24735694573676711,0.2468877031352692,expanding_robust_z__policy__equal__sensitive,independent_normal,disinflationary_expansion,0.302734375,0.1220703125,0.9676094055175781,2.103158068297152,True,1.6838258200112115,5.386122940202126,"{""balanced_expansion"": 0.0986328125, ""demand_slowdown"": 0.1220703125, ""disinflationary_expansion"": 0.302734375, ""hard_landing_risk"": 0.033203125, ""mixed_transition"": 0.24609375, ""overheating"": 0.0087890625, ""reflation"": 0.18359375, ""stagflation_risk"": 0.0048828125}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,mixed_transition,mixed,False,1
none__direct_eight_state,2023-04-30,0.4868470617010976,-0.4373547633818557,-0.306240583318553,0.38560351748375865,0.21070761130124768,0.5493863993676034,-2.0,2.0,-0.8826208781297213,0.007911351366009973,-1.18349488079091,1.2171328667297447,disinflationary_expansion,balanced_expansion,benign_expansion,benign_expansion,0.10124354421733894,-0.6480623746831033,-0.8556269826861563,expanding_robust_z__policy__equal__sensitive,independent_normal,disinflationary_expansion,0.3564453125,0.0703125,1.100484848022461,2.6548056865833978,False,1.555882436356495,4.739266781794329,"{""balanced_expansion"": 0.0703125, ""demand_slowdown"": 0.208984375, ""disinflationary_expansion"": 0.3564453125, ""hard_landing_risk"": 0.10546875, ""mixed_transition"": 0.2314453125, ""overheating"": 0.0, ""reflation"": 0.02734375, ""stagflation_risk"": 0.0}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,disinflationary_expansion,benign_expansion,False,1
none__direct_eight_state,2023-05-31,0.49925700903714754,-0.1207098987915305,0.19791617684226656,0.38560351748375865,-0.16927316557532443,0.16904149921500158,-2.0,2.0,-0.616724430938152,0.375304633355091,-1.157478504377873,1.6733852606678934,disinflationary_expansion,disinflationary_expansion,benign_expansion,benign_expansion,0.11365349155338889,0.048563266783793926,0.028874677627264977,expanding_robust_z__policy__equal__sensitive,independent_normal,demand_slowdown,0.2294921875,0.228515625,0.71990966796875,1.4761506902417516,True,1.8267374991879517,6.213581738658151,"{""balanced_expansion"": 0.1162109375, ""demand_slowdown"": 0.2294921875, ""disinflationary_expansion"": 0.228515625, ""hard_landing_risk"": 0.08203125, ""mixed_transition"": 0.1845703125, ""overheating"": 0.013671875, ""reflation"": 0.1318359375, ""stagflation_risk"": 0.013671875}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,disinflationary_expansion,benign_expansion,False,1
none__direct_eight_state,2023-06-30,0.5758594883958725,-0.308263573138841,0.29129250038657756,0.38560351748375865,-0.7479708422142163,0.09978450335503906,-2.0,2.0,-0.8076658056950878,0.19113865941740565,-1.138927630765062,1.707899665315057,disinflationary_expansion,disinflationary_expansion,benign_expansion,benign_expansion,0.19025597091211388,0.4397072690753753,0.19150799703153848,expanding_robust_z__policy__equal__sensitive,independent_normal,disinflationary_expansion,0.3740234375,0.3740234375,0.4902229309082031,0.9834368164188071,True,1.6026168079613987,4.966010532278523,"{""balanced_expansion"": 0.083984375, ""demand_slowdown"": 0.2177734375, ""disinflationary_expansion"": 0.3740234375, ""hard_landing_risk"": 0.056640625, ""mixed_transition"": 0.185546875, ""overheating"": 0.001953125, ""reflation"": 0.0791015625, ""stagflation_risk"": 0.0009765625}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,disinflationary_expansion,benign_expansion,False,1
none__direct_eight_state,2023-07-31,0.43016484627424934,-0.6041910345479053,-0.336608078736636,2.0,-0.5264672963126401,0.25088615733143826,-2.0,2.0,-1.080446151953763,-0.12793591714204772,-1.1244296412837564,0.9410465807016504,disinflationary_expansion,disinflationary_expansion,benign_expansion,benign_expansion,-1.5698351537257507,-0.07772373823526524,-0.5874942360680743,expanding_robust_z__policy__equal__sensitive,independent_normal,disinflationary_expansion,0.359375,0.359375,0.5303173065185547,1.0233888674305223,True,1.512361176507078,4.537431833268882,"{""balanced_expansion"": 0.0556640625, ""demand_slowdown"": 0.224609375, ""disinflationary_expansion"": 0.359375, ""hard_landing_risk"": 0.1181640625, ""mixed_transition"": 0.228515625, ""overheating"": 0.0, ""reflation"": 0.013671875, ""stagflation_risk"": 0.0}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,disinflationary_expansion,benign_expansion,False,1
none__direct_eight_state,2023-08-31,0.5481136604813108,-0.4717092506537019,0.42372480098832493,2.0,-0.3006713697659559,-0.3533708277181153,-2.0,2.0,-0.9677278688522111,0.024309367544807253,-1.0421569534633341,1.6730171232738469,disinflationary_expansion,disinflationary_expansion,benign_expansion,benign_expansion,-1.4518863395186892,-0.17103788088774602,0.7770956287064402,expanding_robust_z__policy__equal__sensitive,independent_normal,disinflationary_expansion,0.451171875,0.451171875,0.39728736877441406,0.7959069145177142,True,1.4363034066372478,4.205122422839927,"{""balanced_expansion"": 0.0625, ""demand_slowdown"": 0.26171875, ""disinflationary_expansion"": 0.451171875, ""hard_landing_risk"": 0.044921875, ""mixed_transition"": 0.1435546875, ""overheating"": 0.001953125, ""reflation"": 0.0322265625, ""stagflation_risk"": 0.001953125}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,disinflationary_expansion,benign_expansion,False,1
none__direct_eight_state,2023-09-30,-0.06181230229532364,-0.30098254471186137,0.3337250939710984,2.0,0.0038628843504783204,-0.18100140131265133,-2.0,2.0,-0.7866093874225996,0.1846442979988768,-1.079491896041484,1.7448086762456199,balanced_expansion,mixed_transition,benign_expansion,mixed,-2.0618123022953236,-0.3048454290623397,0.5147264952837497,expanding_robust_z__policy__equal__sensitive,independent_normal,demand_slowdown,0.3603515625,0.1494140625,0.9401969909667969,1.9010338842070176,True,1.6176155486140582,5.04105582189095,"{""balanced_expansion"": 0.09375, ""demand_slowdown"": 0.3603515625, ""disinflationary_expansion"": 0.265625, ""hard_landing_risk"": 0.0732421875, ""mixed_transition"": 0.1494140625, ""overheating"": 0.001953125, ""reflation"": 0.044921875, ""stagflation_risk"": 0.0107421875}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,balanced_expansion,benign_expansion,False,1
none__direct_eight_state,2023-10-31,0.45675346888996815,-0.009027422601947058,0.3995565104033498,1.2268142583689041,-0.7276879959829344,-0.587365565634418,-2.0,2.0,-0.5088306591153475,0.4907758139114535,-1.051048183190787,1.7510248627548857,balanced_expansion,disinflationary_expansion,benign_expansion,benign_expansion,-0.770060789478936,0.7186605733809873,0.9869220760377677,expanding_robust_z__policy__equal__sensitive,independent_normal,demand_slowdown,0.2158203125,0.2060546875,0.755157470703125,1.5796136721233867,True,1.8822375728112186,6.568185224553765,"{""balanced_expansion"": 0.125, ""demand_slowdown"": 0.2158203125, ""disinflationary_expansion"": 0.2060546875, ""hard_landing_risk"": 0.0595703125, ""mixed_transition"": 0.1611328125, ""overheating"": 0.029296875, ""reflation"": 0.177734375, ""stagflation_risk"": 0.025390625}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,balanced_expansion,benign_expansion,False,1
none__direct_eight_state,2023-11-30,0.5015111157239915,-0.413837774363224,-0.1815760102029495,1.2268142583689041,-0.9472496968096024,0.00260241727733615,-2.0,2.0,-0.9181698859634194,0.09049433723697138,-1.1289961575348324,1.1830935880032842,disinflationary_expansion,disinflationary_expansion,benign_expansion,benign_expansion,-0.7253031426449126,0.5334119224463784,-0.18417842748028565,expanding_robust_z__policy__equal__sensitive,independent_normal,disinflationary_expansion,0.357421875,0.357421875,0.5240268707275391,1.0288384721980868,True,1.5847862845167116,4.878248709818858,"{""balanced_expansion"": 0.0810546875, ""demand_slowdown"": 0.2294921875, ""disinflationary_expansion"": 0.357421875, ""hard_landing_risk"": 0.0869140625, ""mixed_transition"": 0.2080078125, ""overheating"": 0.0, ""reflation"": 0.0322265625, ""stagflation_risk"": 0.0048828125}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,disinflationary_expansion,benign_expansion,False,1
none__direct_eight_state,2023-12-31,0.5620464730925132,-0.5748039467474125,0.2333463983564878,1.2268142583689041,-0.4183971452748992,0.2747781516739131,-2.0,2.0,-1.071933935195483,-0.07767395829934187,-1.0902162034538856,1.4393328621039352,disinflationary_expansion,disinflationary_expansion,benign_expansion,benign_expansion,-0.6647677852763909,-0.15640680147251335,-0.041431753317425324,expanding_robust_z__policy__equal__sensitive,independent_normal,disinflationary_expansion,0.431640625,0.431640625,0.4286670684814453,0.840161923521755,True,1.4275095913438811,4.168305470962626,"{""balanced_expansion"": 0.0546875, ""demand_slowdown"": 0.2705078125, ""disinflationary_expansion"": 0.431640625, ""hard_landing_risk"": 0.0693359375, ""mixed_transition"": 0.15625, ""overheating"": 0.001953125, ""reflation"": 0.015625, ""stagflation_risk"": 0.0}",0.0,1.0,0.0,1.0,0.0,1.0,none,direct_eight_state,disinflationary_expansion,benign_expansion,False,1
